pollster,poll_id,state,start_date,end_date,DEM,REP,Delta,date,Quarter_2018-4,Quarter_2019-1,Quarter_2019-2,Quarter_2019-3,Quarter_2019-4,Quarter_2020-1,Quarter_2020-2,Quarter_2020-3,Quarter_2020-4,Quarter_2021-2,Quarter_2021-3,Quarter_2021-4,Quarter_2022-1,Quarter_2022-2,Quarter_2022-3,Quarter_2022-4,Quarter_2023-1,Quarter_2023-2,Quarter_2023-3,Quarter_2023-4,Quarter_2024-1,Quarter_2024-2,Quarter_2024-3,Quarter_2024-4,Day_Series,Prior_Delta,Swing
Morning Consult,67713,National,5/23/20,5/25/20,48,45,48.5,2020-05-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,47.5,1
Morning Consult,68362,Wisconsin,5/16/20,5/25/20,48,44,48,2020-05-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,48,0
John Zogby Strategies/EMI Research Solutions,66595,National,5/26/20,5/26/20,50.333333333333336,40,44.83333333333333,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,48.5,-3.6666666666666714
Data for Progress,66773,National,5/26/20,5/26/20,50.47,44.475,47.0025,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,44.83333333333333,2.169166666666669
Morning Consult,67714,National,5/24/20,5/26/20,49,44,47.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,47.0025,0.4975000000000023
YouGov,66545,National,5/23/20,5/26/20,45,42,48.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,47.5,1
Civiqs,66546,South Carolina,5/23/20,5/26/20,42,52,55,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,53.875,1.125
Øptimus,66560,National,5/19/20,5/26/20,46.599999999999994,40.5,46.95,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,48.5,-1.5499999999999972
PPIC,66727,California,5/17/20,5/26/20,57,33,38,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,36,2
Morning Consult,67793,Arizona,5/17/20,5/26/20,45,47,51,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,49.15,1.8500000000000014
Morning Consult,67794,Colorado,5/17/20,5/26/20,50,42,46,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,43.5,2.5
Morning Consult,67795,Florida,5/17/20,5/26/20,47,48,50.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,48.7,1.7999999999999972
Morning Consult,67796,Georgia,5/17/20,5/26/20,47,49,51,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,49.5,1.5
Morning Consult,67797,Michigan,5/17/20,5/26/20,50,42,46,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,47,-1
Morning Consult,67798,Minnesota,5/17/20,5/26/20,49,42,46.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,47.5,-1
Morning Consult,67799,North Carolina,5/17/20,5/26/20,46,49,51.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,50,1.5
Morning Consult,67800,Ohio,5/17/20,5/26/20,42,50,54,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,51.37,2.6300000000000026
Morning Consult,67801,Pennsylvania,5/17/20,5/26/20,48,44,48,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,45.5,2.5
Morning Consult,67802,Texas,5/17/20,5/26/20,43,50,53.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,51.69,1.8100000000000023
Morning Consult,67803,Virginia,5/17/20,5/26/20,52,42,45,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,44,1
Morning Consult,67804,Wisconsin,5/17/20,5/26/20,49,44,47.5,2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,48,-0.5
St. Pete Polls,66554,Florida,5/26/20,5/27/20,47.5,46.7,49.6,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,50.5,-0.8999999999999986
We Ask America,66555,Missouri,5/26/20,5/27/20,44,48,52,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,57,-5
Morning Consult,67715,National,5/25/20,5/27/20,48,44,48,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,46.95,1.0499999999999972
TargetSmart,66671,National,5/21/20,5/27/20,43,40,48.5,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,48,0.5
TargetSmart,66784,Georgia,5/21/20,5/27/20,40,44,52,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,51,1
Ipsos,66551,National,5/20/20,5/27/20,43,38,47.5,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,48.5,-1
Morning Consult,68363,Wisconsin,5/18/20,5/27/20,49,44,47.5,2020-05-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,47.5,0
Harper Polling,66721,North Carolina,5/26/20,5/28/20,44,47,51.5,2020-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,51.5,0
Morning Consult,67716,National,5/26/20,5/28/20,48,44,48,2020-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,47.5,0.5
Harper Polling,68473,Minnesota,5/26/20,5/28/20,50,42,46,2020-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,46.5,-0.5
ABC/Washington Post,66668,National,5/25/20,5/28/20,53,41.5,44.25,2020-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,48,-3.75
Morning Consult,68364,Wisconsin,5/19/20,5/28/20,50,43,46.5,2020-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,47.5,-1
Morning Consult,67717,National,5/27/20,5/29/20,49,44,47.5,2020-05-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,44.25,3.25
Morning Consult,68365,Wisconsin,5/20/20,5/29/20,50,42,46,2020-05-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,46.5,-0.5
YouGov,66670,National,5/29/20,5/30/20,48,40,46,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,47.5,-1.5
PPP,66695,Michigan,5/29/20,5/30/20,50,44,47,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,46,1
RMG Research,66694,National,5/28/20,5/30/20,46,39,46.5,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,46,0.5
Morning Consult,67718,National,5/28/20,5/30/20,49,44,47.5,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,46.5,1
Øptimus,66696,National,5/23/20,5/30/20,47.2,41.25,47.025,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,47.5,-0.4750000000000014
Morning Consult,68366,Wisconsin,5/21/20,5/30/20,49,43,47,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,46,1
Cygnal,66785,Florida,5/18/20,5/30/20,47,43.8,48.4,2020-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,49.6,-1.2000000000000028
Change Research,66709,National,5/29/20,5/31/20,48,41,46.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,47.025,-0.5249999999999986
Change Research,66710,Arizona,5/29/20,5/31/20,44,45,50.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,51,-0.5
Change Research,66711,Florida,5/29/20,5/31/20,48,45,48.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,48.4,0.10000000000000142
Change Research,66712,Michigan,5/29/20,5/31/20,48,46,49,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,47,2
Change Research,66713,North Carolina,5/29/20,5/31/20,46,45,49.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,51.5,-2
Change Research,66714,Pennsylvania,5/29/20,5/31/20,46,50,52,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,48,4
Change Research,66715,Wisconsin,5/29/20,5/31/20,45,45,50,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,47,3
Morning Consult,67719,National,5/29/20,5/31/20,49,44,47.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,46.5,1
Morning Consult,66762,National,5/25/20,5/31/20,46,41,47.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,47.5,0
Morning Consult,68367,Wisconsin,5/22/20,5/31/20,48,44,48,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,50,-2
PureSpectrum,67019,National,5/16/20,5/31/20,46,37,45.5,2020-05-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,47.5,-2
Morning Consult,66697,National,5/31/20,6/1/20,48.5,38,44.75,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,45.5,-0.75
Civiqs,66701,Kansas,5/30/20,6/1/20,40,52,56,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,56,0
Morning Consult,67720,National,5/30/20,6/1/20,48,44,48,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,44.75,3.25
YouGov,66700,National,5/29/20,6/1/20,47,43,48,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,48,0
Monmouth,66703,National,5/28/20,6/1/20,52,41,44.5,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,48,-3.5
Quinnipiac,66722,Texas,5/28/20,6/1/20,43,44,50.5,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,53.5,-3
Morning Consult,68368,Wisconsin,5/23/20,6/1/20,48,44,48,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,48,0
Ipsos,66705,National,6/1/20,6/2/20,44.5,36,45.75,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,44.5,1.25
Research Co.,66719,National,6/1/20,6/2/20,46,41,47.5,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,45.75,1.75
Zogby,66754,National,6/1/20,6/2/20,46,46,50,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,47.5,2.5
YouGov,66718,National,5/31/20,6/2/20,47,40,46.5,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,50,-3.5
Morning Consult,67721,National,5/31/20,6/2/20,49,43,47,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,46.5,0.5
Beacon/Shaw,66724,Arizona,5/30/20,6/2/20,46,42,48,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,50.5,-2.5
Beacon/Shaw,66725,Ohio,5/30/20,6/2/20,45,43,49,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,54,-5
Beacon/Shaw,66726,Wisconsin,5/30/20,6/2/20,49,40,45.5,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,48,-2.5
Civiqs,71653,Pennsylvania,5/30/20,6/2/20,49,46,48.5,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,52,-3.5
Hart/POS,66749,National,5/28/20,6/2/20,49,42,46.5,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,47,-0.5
Øptimus,66735,National,5/26/20,6/2/20,47.05,39.849999999999994,46.4,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,46.5,-0.10000000000000142
Morning Consult,68369,Wisconsin,5/24/20,6/2/20,48,44,48,2020-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,45.5,2.5
Emerson,66723,National,6/2/20,6/3/20,52.7,47.3,47.3,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,46.4,0.8999999999999986
PPP,66729,North Carolina,6/2/20,6/3/20,49,45,48,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,49.5,-1.5
Marist,66743,National,6/2/20,6/3/20,50,43,46.5,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,47.3,-0.7999999999999972
Civiqs,66730,National,6/1/20,6/3/20,47,44,48.5,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,46.5,2
Morning Consult,67722,National,6/1/20,6/3/20,49,43,47,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,48.5,-1.5
TIPP,66733,National,5/31/20,6/3/20,45,42,48.5,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,47,1.5
EPIC/MRA,66748,Michigan,5/30/20,6/3/20,53,41,44,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,49,-5
Morning Consult,68370,Wisconsin,5/25/20,6/3/20,49,44,47.5,2020-06-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,48,-0.5
PPP,66740,Iowa,6/3/20,6/4/20,47,48,50.5,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,51,-0.5
PPP,66742,Texas,6/3/20,6/4/20,48,48,50,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,50.5,-0.5
Amber Integrated,66764,Oklahoma,6/3/20,6/4/20,36,55,59.5,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,63.25,-3.75
Whitman Insight Strategies,66744,National,6/2/20,6/4/20,53,43,45,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,48.5,-3.5
Chism Strategies,66825,Mississippi,6/2/20,6/4/20,40.6,50.4,54.9,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,55.3,-0.3999999999999986
Morning Consult,67723,National,6/2/20,6/4/20,49,43,47,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,45,2
HarrisX,66745,National,6/1/20,6/4/20,47,37,45,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,47,-2
EPIC/MRA,66816,Michigan,5/31/20,6/4/20,55,39,42,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,44,-2
Morning Consult,68371,Wisconsin,5/26/20,6/4/20,48,44,48,2020-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,47.5,0.5
Morning Consult,67771,National,6/3/20,6/5/20,49,43,47,2020-06-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,45,2
CNN/SSRS,66750,National,6/2/20,6/5/20,55,41,43,2020-06-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,47,-4
Morning Consult,68372,Wisconsin,5/27/20,6/5/20,48,44,48,2020-06-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,48,0
Morning Consult,69448,Minnesota,5/27/20,6/5/20,48,45,48.5,2020-06-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,46,2.5
NORC,66821,National,5/21/20,6/5/20,40,32,46,2020-06-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,43,3
RMG Research,66751,National,6/4/20,6/6/20,47,37,45,2020-06-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,46,-1
Morning Consult,67724,National,6/4/20,6/6/20,50,42,46,2020-06-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,45,1
Garin Hart Yang,66753,National,6/3/20,6/6/20,53,41,44,2020-06-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,46,-2
Øptimus,66759,National,5/30/20,6/6/20,47.5,37.25,44.875,2020-06-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,44,0.875
Morning Consult,68373,Wisconsin,5/28/20,6/6/20,48,43,47.5,2020-06-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,48,-0.5
MSR Group,66772,National,6/7/20,6/7/20,46.3,38.9,46.3,2020-06-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,44.875,1.4249999999999972
Morning Consult,67772,National,6/5/20,6/7/20,50,43,46.5,2020-06-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,46.3,0.20000000000000284
Morning Consult,66763,National,6/1/20,6/7/20,47,39,46,2020-06-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,46.5,-0.5
Kiaer Research,66769,Michigan,5/31/20,6/7/20,50,35,42.5,2020-06-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,42,0.5
Morning Consult,68374,Wisconsin,5/29/20,6/7/20,49,43,47,2020-06-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,47.5,-0.5
Civiqs,66767,Iowa,6/6/20,6/8/20,46,46,50,2020-06-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,50.5,-0.5
Morning Consult,67725,National,6/6/20,6/8/20,51,42,45.5,2020-06-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,46,-0.5
Morning Consult,68375,Wisconsin,5/30/20,6/8/20,49,43,47,2020-06-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,47,0
Data for Progress,66774,National,6/9/20,6/9/20,52.62,41.165000000000006,44.27250000000001,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,45.5,-1.227499999999992
Ipsos,66770,National,6/8/20,6/9/20,44.5,36.5,46,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,44.27250000000001,1.727499999999992
Redfield & Wilton Strategies,66789,National,6/8/20,6/9/20,50.16,37.06,43.45,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,46,-2.549999999999997
YouGov,66779,National,6/7/20,6/9/20,49,41,46,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,43.45,2.549999999999997
Morning Consult,67726,National,6/7/20,6/9/20,51,42,45.5,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,46,-0.5
Øptimus,66786,National,6/2/20,6/9/20,47.9,37.150000000000006,44.625,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,45.5,-0.875
Morning Consult,68376,Wisconsin,5/31/20,6/9/20,49,43,47,2020-06-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,47,0
YouGov,66783,National,6/9/20,6/10/20,49,40,45.5,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,44.625,0.875
Hendrix College,66797,Arkansas,6/9/20,6/10/20,45,47,51,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,50,1
Morning Consult,67727,National,6/8/20,6/10/20,50,42,46,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,45.5,0.5
SurveyMonkey,70799,National,6/8/20,6/10/20,51.3,45.9,47.3,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,46,1.2999999999999972
Selzer,66796,Iowa,6/7/20,6/10/20,43,44,50.5,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,50,0.5
Morning Consult,68377,Wisconsin,6/1/20,6/10/20,49,44,47.5,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,47,0.5
Nationscape,66853,National,5/28/20,6/10/20,50,39,44.5,2020-06-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,47.3,-2.799999999999997
Remington,66795,Missouri,6/10/20,6/11/20,43,51,54,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,52,2
TIPP,66819,Florida,6/9/20,6/11/20,50.5,40,44.75,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,48.5,-3.75
Morning Consult,67773,National,6/9/20,6/11/20,50,42,46,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,44.5,1.5
SurveyMonkey,70800,National,6/9/20,6/11/20,52.535,45.155,46.31,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,46,0.3100000000000023
Hodas & Associates,66900,Pennsylvania,6/8/20,6/11/20,53.83,42.17,44.17,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,48.5,-4.329999999999998
Climate Nexus,66930,National,6/6/20,6/11/20,48,41,46.5,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,46.31,0.18999999999999773
Civiqs,71652,Pennsylvania,6/6/20,6/11/20,49,46,48.5,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,44.17,4.329999999999998
Morning Consult,68378,Wisconsin,6/2/20,6/11/20,49,44,47.5,2020-06-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,47.5,0
Morning Consult,67774,National,6/10/20,6/12/20,50,42,46,2020-06-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,46.5,-0.5
SurveyMonkey,70801,National,6/10/20,6/12/20,52.615,45.07,46.2275,2020-06-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,46,0.22749999999999915
TIPP,66818,Michigan,6/9/20,6/12/20,50.5,37.5,43.5,2020-06-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,42.5,1
Morning Consult,68379,Wisconsin,6/3/20,6/12/20,49,44,47.5,2020-06-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,47.5,0
PPP,66817,New Mexico,6/12/20,6/13/20,53,39,43,2020-06-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,44,-1
PPP,66824,Georgia,6/12/20,6/13/20,48,46,49,2020-06-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,52,-3
Abacus Data,66799,National,6/11/20,6/13/20,50,38,44,2020-06-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,46.2275,-2.227499999999999
RMG Research,66800,National,6/11/20,6/13/20,48,36,44,2020-06-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,44,0
Morning Consult,67775,National,6/11/20,6/13/20,50,42,46,2020-06-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,44,2
